,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
1824,83-1, VIENNA Reuters Crimea s planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it the Swiss head of Europe s security and democracy watchdog said on Monday ,1,1.4,1.5,0.6,0.0,1.4,1.0,0.8,1.0
1825,83-2,Russia s RIA news agency said on Monday that Ukraine s Crimea region had invited the Organisation for Security and Cooperation in Europe OSCE to send a mission to observe Sunday s plebiscite,1,1.4,1.5,0.8,0.0,1.4,1.0,0.8,1.0
1826,83-3,It said the invitation had been issued to the Vienna based security and human rights organisation by the region s pro Russian parliament ,0,1.0,0.0,0.6,0.0,1.4,1.0,0.8,1.0
1827,83-4, In its current form the referendum is in contradiction with the Ukrainian constitution and must be considered illegal Swiss Foreign Minister Didier Burkhalter whose country is the current chair of the Vienna based OSCE said in a statement ,1,1.6,1.5,0.6,0.0,1.4,1.0,0.8,1.0
1828,83-5, For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate it would need to be based on the Ukrainian constitution and would have to be in line with international law ,1,1.6,1.5,0.6,0.0,1.4,1.0,0.8,1.0
1829,83-6,He also ruled out the possibility of an OSCE observation of the planned referendum as the basic criteria for a decision in a constitutional framework were not met the statement added ,1,1.6,1.5,0.6,0.0,1.4,1.0,0.8,1.0
1830,83-7,An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full fledged state and therefore not a member of the 57 member organisation ,1,1.4,1.5,0.6,0.0,1.4,1.0,0.8,1.0
1831,83-8,For the past week OSCE military observers have been unable to enter Crimea which has come under control of Russian forces since the fall of pro Russian Ukrainian President Viktor Yanukovich to months of popular unrest ,0,1.2,0.0,0.6,0.0,1.4,1.0,0.8,1.0
1832,84-0,Italy summons Ukrainian ambassador in Rome,0,0.8,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1833,84-1, ANSA Rome January 24 Italy requested a snap meeting with the Ukrainian ambassador to Rome on Friday to express concerns about escalating protests in Ukraine ,0,0.8,0.0,0.6,0.0,0.75,1.0,1.125,1.0
1834,84-2,The meeting was called by Italian Foreign Minister Emma Bonino ,0,0.2,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1835,84-3,Earlier Friday protests expanded after talks between President Viktor Yanukovych and the opposition stalled ,0,0.2,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1836,84-4,In the western Ukrainian city of Ivano Frankivsk activists occupied a regional government office and were reportedly storming another one in Chernivtsi ,0,0.8,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1837,84-5,Demonstrations were triggered in November by Ukraine s last minute decision to call off a proposed free trade deal with the European Union ,0,0.2,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1838,84-6,The situation escalated this week when the first of several deaths were reported in the crisis ,0,0.2,0.0,0.0,0.0,0.75,1.0,1.125,1.0
1839,85-0,NATO Recon Missed Everything Admiral Reveals Details of Crimea Operation,0,1.2,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1840,85-1,Retired Admiral Igor Kasatonov revealed details of the 2014 Crimean operation and gave insight into his role in the history of the Russian Black Sea Fleet ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1841,85-2,The 2014 operation in which Ukrainian military bases were blocked was successful because NATO reconnaissance did not monitor it the former commander of the Russian Black Sea Fleet Admiral Igor Kasatonov told RIA Novosti ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1842,85-3, In Crimea NATO reconnaissance missed everything it could and couldn t have ,1,1.4,1.5,0.2,0.0,1.0,1.0,1.0,1.0
1843,85-4,One of the reasons for this is the policy of strict radio silence during the grouping s concentration as well as the skilled use of the Sevastopol base and the transportation which brought the Armed Forces to Crimea ,0,0.8,0.0,0.4,0.0,1.0,1.0,1.0,1.0
1844,85-5,The Admiral who headed the Russian Black Sea Fleet in 1991 and 1992 also revealed the scope of the Crimean operation ,0,0.4,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1845,85-6, I was told that Ukrainians were given the information that in February in Kacha Sevastopol three helicopters would land but six landed instead at the Gvardeysky airfield one Il 76 would land but three landed instead 500 people ,0,0.6,0.0,0.4,0.0,1.0,1.0,1.0,1.0
1846,85-7,These were diversionary units spotters and guides which acted together with the Fleet grouping ,0,0.2,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1847,85-8,Russian and Very Strong Crimea s Military a Year Since Reunification In addition Admiral Kasatonov talked about his historical role in the Black Sea Fleet in the early 1990s when negotiations led to the demise of the Black Sea Fleet in comparison to what it was before ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
1848,85-9, After August 3 1992 the negotiation process led to catastrophic consequences the Black Sea Fleet left everywhere except Crimea Mykolaiv Kherson Odessa ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1849,85-10,Only Sevastopol Feodosiya and Gvardeyskoye airfield near Simferopol were left ,0,0.4,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1850,85-11,These were humongous mistakes ,1,1.4,1.5,0.2,0.0,1.0,1.0,1.0,1.0
1851,85-12,Admiral Kasatonov also revealed what he knew about the operation saying that the famous polite people were Army Spetsnaz and that the situation could have easily gone out of control if they hadn t disarmed the Ukrainian military bases in Crimea prior to blocking them in ,1,1.4,1.5,0.2,0.0,1.0,1.0,1.0,1.0
1852,86-0,Pushing locals aside Russians take top rebel posts in east Ukraine,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1853,86-1,KIEV DONETSK Ukraine Reuters As Ukrainian troops gained ground in eastern Ukraine in early July separatist leader Aleksander Borodai a Russian national left for Moscow for political consultations ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1854,86-2,Vladimir Antyufeyev deputy prime minister of the self proclaimed Donetsk People s Republic listens during an interview with a Reuters journalist in Donetsk July 25 2014 ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1855,86-3,After what he described as successful talks with unnamed people there he returned to the rebel stronghold of Donetsk to introduce a new senior figure in his self proclaimed republic a compatriot seasoned in the pro Russian separatist movement in Moldova and a war between Russia and Georgia ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1856,86-4,Vladimir Antyufeyev was named deputy prime minister by Borodai on July 10 one of several native Russians to have taken charge of the separatist rebellion in Ukraine s eastern regions ,0,0.6,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1857,86-5,Joining Borodai and rebel commander Igor Strelkov Antyufeyev s arrival underlines a change at the top of the separatist movement highlighting Moscow s involvement in the conflict Western officials say ,0,0.6,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1858,86-6,The Kremlin denies any involvement ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1859,86-7, There has been a dramatic change in the leadership of the Donetsk People s Republic over the past weeks which certainly gives the impression of a much more hands on Russian directive role said Geoffrey Pyatt the U S Ambassador to Kiev ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1860,86-8, These individuals are in regular touch with authorities in Russia ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1861,86-9,Ukrainian born rebel leaders have been eased out causing rifts among increasingly nervous separatists since a Malaysian airliner was downed over rebel held territory just over a week ago ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1862,86-10,Antyufeyev replaced Donetsk native Alexander Khodakovsky as the top security person in the self proclaimed Donetsk People s Republic ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1863,86-11,Denis Pushilin another local once titled the republic s president was dismissed ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1864,86-12,Khodakovsky remains a top commander but has taken an increasingly independent line telling Reuters that separatists had the type of anti aircraft missile system that Washington says brought the plane down killing all 298 people on board ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1865,86-13,Borodai denied this assertion ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1866,86-14,A Ukrainian official in the southern Azov Sea city port of Mariupol which Kiev reclaimed from rebels last month said Russians were taking over the entire rebel operation sidelining or removing locals ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1867,86-15,Antyufeyev also known as Vadim Shevtsov has a history of supporting pro Russian separatist movements in the former Soviet Union and brings a tough discipline and doggedness to the campaign in eastern Ukraine ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1868,86-16,The balding 63 year old says he fought national fascism by supporting separatists in the pro Russian region of Transdniestria in neighboring Moldova and in the breakaway regions of South Ossetia and Abkhazia in Georgia ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1869,86-17,At his new office at the separatists Donetsk headquarters the Siberian born Antyufeyev said he came to Ukraine because Russians were being killed by forces sent from Kiev ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1870,86-18, I know what it is to fight for the rights of the people I know what hot spots are he said in an interview ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1871,86-19,A picture of Russian President Vladimir Putin looked down on the table where he sat ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1872,86-20,Asked whether there were divisions among the rebels Antyufeyev said I am the authority ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1873,86-21,I have no problems ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1874,86-22,If they do not understand that that s their problem ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1875,86-23,I am a professional in making people understand ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1876,86-24,He earned a fearsome reputation when he served in Transdniestria which split from Moldova in 1990 as the head of security operations for 20 years ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1877,86-25,Dismissed in 2012 when his ally was replaced as leader of the tiny sliver of land he barricaded himself for three days in his study and refused to leave ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1878,86-26,The EU first blacklisted Antyufeyev over his role in Transdniestria in 2004 ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1879,86-27,Though it later suspended that decision it has now blacklisted him again over Ukraine imposing assets freezes and a travel ban on him ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1880,86-28,One person who had been questioned by Antyufeyev in Transdniestria on suspicion of spying for Moldova said he was a tenacious interrogator ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1881,86-29,Speaking on condition of anonymity for fear of reprisal the person said Antyufeyev was a professional capable of being sociable and polite always rigidly following the chosen line ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1882,86-30,With a smile on his face Antyufeyev would exert moral pressure the person said ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1883,86-31,Oazu Nantoi a Moldovan political analyst and expert on Transdniestria predicted Antyufeyev would aim to further destabilize Donetsk and impede Kiev s efforts to regain control ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1884,86-32, He is no romantic who came to fire a few shots ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1885,86-33,He knows what his tasks are ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1886,86-34,Just as he did in Transdniestria he said ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1887,86-35, Antyufeyev knows how to operate in such situations how to suppress opposition and dissent create an atmosphere of fear in which people will support any action by the separatists ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1888,86-36,Washington says the influx of Russians into the upper ranks of the separatists is matched by an increased number of heavy weaponry coming across the Russian border into Ukraine a response to advances made by the Ukrainian army on the ground ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1889,86-37,Though Borodai insists the separatists weaponry comes from depots they overran while seizing territory he admits volunteers from Russia keep on reinforcing the rebels ranks ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1890,86-38,He calls his Russian trio volunteers and says their presence in the Donetsk region or Donbass is proof of the Russian nation s support for the separatists cause ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1891,86-39, The people of Donbass rose on their own ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1892,86-40,It is normal and natural that we ended up heading this movement because of certain competences our abilities he told a news conference in Donetsk earlier this month ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1893,86-41, There will be more and more people from Moscow in the DNR Donetsk People s Republic said Borodai flanked by Strelkov and Antyufeyev ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1894,86-42,The stout Borodai denies having ever worked for the Russian security services though admits knowing many people there because of his past work as a professional political expert ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1895,86-43,He and Strelkov say they first met in 1996 in the Russian region of Chechnya where Moscow has waged two wars against Islamist separatists since 1994 ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1896,86-44,Borodai says Strelkov has long been his very good acquaintance ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1897,86-45,Both said they served in Transdniestria and more recently in Crimea ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1898,86-46,The West says they were aides to the pro Russian separatist leader of the Black Sea peninsula who was instrumental in Moscow s annexation earlier this year ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1899,86-47,The two are on both the EU and U S sanctions list ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1900,86-48,Kiev and the European Union say Strelkov whose real name is Igor Girkin in fact served in Russia s GRU military intelligence ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1901,86-49,Strelkov says he served at the rank of colonel in Russia s FSB security service until quitting at the end of March and has had battlefield experience in Transdniestria in Bosnia s conflict and in both Chechen wars ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1902,86-50,While he commanded rebel forces in Slaviansk the town became a citadel of fierce resistance where at least two Ukrainian military helicopters and one warplane were brought down giving him a hero status among separatists ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1903,86-51,Abandoning Slaviansk to Kiev s troops on July 4 5 has however dented his reputation and upset some rebels ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1904,86-52,Strelkov s acquaintances and former colleagues say he developed a reputation as an uncompromising idealist while with the FSB though his difficult character may have been behind what they say was in fact his dismissal from the service ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1905,86-53,They say the ouster of Ukraine s former Moscow allied president Viktor Yanukovich and Kiev s pivot to the West was a turning point for him ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1906,86-54,An acquaintance in Moscow speaking on condition of anonymity because of the sensitivity said Strelkov was outraged by the events in Kiev and believed Russia must not lose Ukraine ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1907,86-55,The acquaintance added that Strelkov knew Borodai in Moscow and the two helped one another in business ,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0
1908,86-56,Strelkov left his home in a Moscow suburb in February traveling to Crimea where he occupied the regional parliament along with other fighters shortly before Russia annexed the predominantly ethnic Russian region ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1909,86-57,He said people he had known from Crimea then asked him to come to eastern Ukraine ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1910,86-58,According to his former colleagues at the FSB successor to the Soviet KGB one of his favorite books was the Soviet era science fiction novel Hard to be God a tale of an agent on a mission to a different planet ,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1911,87-0,Latest from OSCE Special Monitoring Mission SMM to Ukraine based on information received as of 27 September 2015 OSCE,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1912,87-1,The SMM monitored the implementation of the Package of measures for the implementation of the Minsk agreements ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1913,87-2,Its monitoring was restricted by the parties and security considerations ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1914,87-3,The situation remained largely calm in the Donetsk and Luhansk regions with only sparse ceasefire violations recorded by the SMM ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1915,87-4, The SMM observed considerable queues of civilian vehicles waiting at checkpoints to cross both into government controlled and non government controlled areas ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1916,87-5,The SMM recorded a small number of ceasefire violations in the Donetsk region where the security situation was otherwise relatively calm ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1917,87-6,At the Joint Centre for Control and Co ordination JCCC observation point at Donetsk People s Republic DPR controlled Donetsk railway station 8km north west of Donetsk city centre the SMM recorded on 26 September three instances of ceasefire violations between 11 28 and 13 34hrs ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1918,87-7, 1 The Ukrainian Armed Forces representatives at the JCCC present at the observation point suggested the explosions were likely part of DPR training activities ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1919,87-8,On 27 September the SMM heard six explosions consistent with outgoing mortar or artillery fire as well as small arms and heavy machine gun fire some 1 5 2km east of its position at a filling station in government controlled Opytne 61km north east of Donetsk ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1920,87-9,The SMM enquired with an employee at the filling station who said there was a Ukrainian Armed Forces firing range in the area ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1921,87-10,In government controlled Dzerzhynsk 41km north of Donetsk the SMM talked on 26 September to the deputy commander of the Ukrainian Armed Forces battalion deployed to the area ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1922,87-11,The interlocutor claimed that while the situation was calmer recently his subordinates reported that DPR intelligence gathering and reconnaissance patrols in the area were contributing to a tense atmosphere ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1923,87-12,On 26 September the SMM observed a convoy consisting of 15 cargo trucks marked as humanitarian convoy belonging to the Rinat Akhmetov Foundation which was leaving DPR controlled Donetsk city travelling freely through the DPR checkpoint in a southern direction ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1924,87-13,The SMM also observed in Donetsk city five cargo trucks escorted by a DPR military police vehicle moving west ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1925,87-14,In government controlled Marinka 23km south west of Donetsk the SMM talked to several interlocutors who expressed a strong opinion about the need for Ukrainian Armed Forces to open a passage across the contact line for the residents from the nearby villages to travel on the Kurakhove Donetsk route ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1926,87-15,Following that the SMM discussed the issue with the civil military co operation officers of the Ukrainian Armed Forces in Marinka who stated the Anti Terrorist Operation Headquarters was considering the idea of opening the requested passage corridor ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1927,87-16,The SMM spoke to shop owners in government controlled Krasnohorivka 21km west of Donetsk who indicated that they had to acquire from the city administration a permit with the list of products they were bringing through government checkpoints and that there was a limit for the amount of goods per crossing ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1928,87-17,The deputy commander at the closest relevant government checkpoint near Heorhiivka 26km south west of Donetsk confirmed to the SMM that local businesses indeed had to obtain a permit in order to transport goods through the checkpoint ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1929,87-18,On 26 September the SMM observed long lines of civilian vehicles at armed checkpoints waiting to cross both into governmental controlled and DPR controlled areas ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1930,87-19,While driving on H20 highway the SMM recorded at a Ukrainian Armed Forces checkpoint near Berezove 31km south west of Donetsk a queue of 160 vehicles waiting to cross into government controlled area ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1931,87-20,Approaching a government checkpoint near government controlled Volnovakha 52km south west of Donetsk the SMM noted 90 vehicles waiting to cross into the governmental controlled area and 432 vehicles queued to move north into the DPR controlled area ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1932,87-21,At a checkpoint near government controlled Maiorsk 44km north of Donetsk the SMM counted 370 vehicles waiting to enter the government controlled area while 16 buses 300 pedestrians and 30 vehicles were queued to enter the DPR controlled area ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1933,87-22,At the government checkpoint near Zaitseve 50km north east of Donetsk the SMM observed at least 79 vehicles waiting to move into the DPR controlled area and 373 vehicles waiting to travel into the government controlled area ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1934,87-23,At the Shakhtarski Zori health resort in Proletarskyi district of DPR controlled Donetsk city the SMM observed on 27 September a civilian mini van with Russian Federation Krasnodar region licence plates ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1935,87-24,The licence plate number was fixed on a factory made frame carrying the Russian inscription FSB of Russian Federation ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1936,87-25,As the SMM was about to depart from the facility a male wearing the Russian new style camouflage uniform without any rank insignia or patches came out of the resort building and took a photograph or video of the leaving SMM vehicle and made written notes ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1937,87-26,The SMM observed an overall calm security situation in the Luhansk region with few ceasefire violations ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1938,87-27,On 26 September from a stationary position north of government controlled Trokhizbenka 33km north west of Luhansk the SMM heard in short intervals a couple of small arms shots three undetermined explosions and sounds of two outgoing 82mm mortar rounds ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1939,87-28,All sounds were assessed as originating from the nearby Ukrainian Armed Forces military training area and the SMM was informed in advance by Ukrainian Armed Forces that live fire exercises would be conducted at this specific training facility ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1940,87-29,During their interaction with the SMM both Ukrainian Armed Forces personnel and armed Lugansk People s Republic LPR members made mutual allegations of small arms ceasefire violations ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1941,87-30, LPR members told the SMM that they were targeted on 25 September in the area of LPR controlled Pryshyb 33km north west of Luhansk and Krasnyi Lyman 30km north west of Luhansk ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1942,87-31,The Ukrainian Armed Forces interlocutors stated they came under fire at the checkpoint near government controlled Troitske 69km west of Luhansk ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1943,87-32,On 27 September the SMM enquired on prices and the availability of goods at two trading places in LPR controlled Luhansk city ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1944,87-33,While both markets were well equipped with food and sanitary items the SMM concluded that the cost of basic products increased by an average 5 during the month of September ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1945,87-34,The SMM interlocutors at the markets claimed that the rise in prices was owed to the fact that they had to pay at the checkpoints for transporting the supplies into LPR controlled areas ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1946,87-35,The SMM observed that the Russian Rouble was used as the primary currency in the market transactions rather than the Ukrainian Hryvnia ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1947,87-36,The SMM monitored on 26 September a local ceasefire regime through which it facilitated power line repair works near LPR controlled Obozne 18km north of Luhansk ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1948,87-37,The SMM heard two explosions occurring within an interval of three hours ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1949,87-38,A repair worker of the electrical company informed the SMM that a member of the LPR demining team had been injured by an anti personnel mine in the first explosion and transported to the hospital ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1950,87-39,The second explosion according to the interlocutor was a controlled detonation of unexploded ordnance UXO performed by the LPR demining team during the demining process that preceded the repairs ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1951,87-40,The SMM re visited on 26 September three DPR heavy weapons holding areas ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1952,87-41,At one of the sites the DPR armed member on guard did not allow access to the SMM for 50 minutes until receiving permission from his superiors ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1953,87-42,One anti tank gun MT 12 Rapira 10mm was missing at this location ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1954,87-43,On 27 September the SMM visited another two DPR heavy weapons holding areas ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1955,87-44,At one of the sites the SMM recorded that two self propelled howitzers 2S1 Gvozdika 122mm were missing ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1956,87-45,At the second site the SMM observed two multiple launch rocket systems MLRS BM 21 Grad 122mm were missing as they had been during the previous visit on 5 April see SMM Daily Report 7 April ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1957,87-46,The SMM visited on the same day two Ukrainian Armed Forces heavy weapons holding areas which were found empty ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1958,87-47,The SMM had previously recorded eight self propelled howitzers 2S3 Akatsiya 152mm at one site and four self propelled howitzers 2S1 at the second ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1959,87-48,The military commander present at the first site told the SMM that the weapons were redeployed to another specified location on the previous day ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1960,87-49,At the second site the SMM learned from several civilian interlocutors that the military removed the weapons from the site a few days prior to the visit ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1961,87-50,In violation of the respective withdrawal lines the SMM unmanned aerial vehicle UAV spotted 11 tanks type unknown in the area of DPR controlled Sontseve 56km south east of Donetsk ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1962,87-51,The SMM observed military movement in areas beyond the respective withdrawal lines ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1963,87-52,The SMM UAV observed on 26 September five tanks in the DPR controlled area of Komsomolske 43km south east of Donetsk ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1964,87-53,Both on 26 and 27 September the SMM UAV spotted a concentration of at least 50 tanks and other military hardware in a training area south of DPR controlled Torez 61km east of Donetsk ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1965,87-54,On 26 September the SMM observed at least 36 tanks type unknown at the training area in LPR controlled Kruhlyk 31km south west of Luhansk ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1966,87-55,A day earlier the SMM spotted at the same training area one heavy multiple launch thermobaric rocket system TOS 1 Buratino 220mm ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1967,87-56,In the area of government controlled Novookhtyrka 53km north west of Luhansk the SMM noted a convoy consisting of three main battle tanks T 72 transported on trailers and one infantry fighting vehicle IFV BMP 2 moving east ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1968,87-57,On 27 September the SMM noted a military convoy in the area of government controlled Artemivsk 66km north east of Donetsk which contained six self propelled howitzers 2S1 one armoured personnel carrier APC and one military truck transporting troops to a north west direction ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1969,87-58,Also on 27 September the SMM observed another convoy consisting of four IFVs BMP and three towed howitzers D 30 moving north away from Artemivsk on the M03 highway ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1970,87-59,On 27 September the SMM noted a convoy of six tracked APCs type unknown moving east in the area of government controlled Plotyna 28km north east of Luhansk ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
