,id,text,label,pos,bias_type,quote,aim
1555,1555,The president again suggested that he should win the Nobel Peace Prize and he reviewed which conservative commentators had been supportive of him while dismissing Ann Coulter who has not ,1,"The president again suggested that he should win the Nobel Peace Prize, and he reviewed which conservative commentators had been supportive of him, while dismissing Ann Coulter, who has not.",inf,no,dir
1556,1556,Mr Trump s assertions were replete with misinformation and when challenged by reporters he refused to accept statistics produced by his own government that conflicted with his narrative ,1,"Mr. Trump’s assertions were replete with misinformation and, when challenged by reporters, he refused to accept statistics produced by his own government that conflicted with his narrative.",inf,no,dir
1557,1557,But he expressed no concern that diverting military construction money would delay projects benefiting the troops like base housing schools and gyms ,1,"But he expressed no concern that diverting military construction money would delay projects benefiting the troops like base housing, schools and gyms.",inf,no,dir
1558,1558,Neither was taking action specifically rejected by Congress ,1,Neither was taking action specifically rejected by Congress.,inf,no,dir
1559,1559,For weeks Republicans led by Senator Mitch McConnell of Kentucky urged Mr Trump not to declare a national emergency but the president opted to go ahead anyway to find a way out of the political corner he had put himself in with the failed effort to force Congress to finance the wall ,1,the president opted to go ahead anyway to find a way out of the political corner he had put himself in with the failed effort to force Congress to finance the wall,inf,no,dir
1560,1560,Mr Trump was among those Republicans who criticized President Barack Obama for using his executive authority to spare millions of illegal immigrants from deportation after failing to persuade Congress to do so ,1,Mr. Trump was among those Republicans who criticized President Barack Obama for using his executive authority to spare millions of illegal immigrants from deportation after failing to persuade Congress to do so.,inf,no,dir
1561,1561,Trying to regain momentum after losing a grinding two month battle with lawmakers over funding the wall Mr Trump asserted that the flow of drugs criminals and illegal immigrants from Mexico constituted a profound threat to national security that justified unilateral action ,1,profound,lex,no,dir
1562,1562,Sounding alternately defensive and aggrieved Mr Trump explained his failure to secure wall funding during his first two years in office when Republicans controlled both houses of Congress by saying I was a little new to the job ,1,defensive and aggrieved,lex,no,dir
1563,1563,Mr Trump s desire for approval by Fox and other conservative news outlets was on display when he identified various pundits as supporters naming Sean Hannity Laura Ingraham Tucker Carlson and Rush Limbaugh although he insisted that they don t decide policy ,1,"Mr. Trump’s desire for approval by Fox and other conservative news outlets was on display when he identified various pundits as supporters, naming Sean Hannity, Laura Ingraham, Tucker Carlson and Rush Limbaugh, although he insisted that “they don’t decide policy.”",inf,no,dir
1564,1564,But Ms Coulter who has viscerally attacked Mr Trump for caving on the wall has clearly gotten under his skin ,1,clearly gotten under his skin,lex,no,dir
1565,1565,California and New York likewise announced that they will sue over what Gov Gavin Newsom of California called the president s vanity project and a roster of other groups lined up to do the same ,1,"“vanity project,”",inf,yes,dir
1566,1566, It didn t sound too important to me he said ,1,"“It didn’t sound too important to me,”",inf,yes,dir
1567,1567, The only national emergency is that our president is an idiot she said on KABC radio in Los Angeles ,1,"“The only national emergency is that our president is an idiot,”",inf,yes,dir
1568,1568, Our immigration system should be a source of pride not a source of shame as it is all over the world Trump said in his plea ,1,plea,lex,no,dir
1569,1569, It s clear the President realizes that by closing the government and hurting so many American workers and their families he has put himself and the country in an untenable position ,1,"""It's clear the President realizes that by closing the government and hurting so many American workers and their families, he has put himself and the country in an untenable position.",inf,yes,dir
1570,1570, The president must stop holding government hostage and end the shutdown so federal employees can get back to work serving the American people ,1,stop holding government hostage,inf,yes,dir
1571,1571,Sen Mitt Romney R Utah whose views on the president and his policies have fluctuated said Trump put forth a reasonable good faith proposal that will reopen the government and help secure the border ,1,"reasonable, good faith",lex,yes,dir
1572,1572, This senseless government shutdown is hurting millions of Americans and its impacts are only getting worse The President should re open the government so that Republicans and Democrats in Congress can work with the White House to find a sensible solution on border security and immigration ,1,senseless,lex,yes,dir
1573,1573,It s time Democrats do what is right for the functioning and security of our nation and agree to a deal that opens our government and includes funding for a border wall and other measures to solve this serious immigration crisis at our southern border he said in a statement ,1,It's time Democrats do what is right for the functioning and security of our nation,inf,yes,dir
1574,1574,Schumer D N Y concluded It was the President who single handedly took away DACA and TPS protections in the first place offering some protections back in exchange for the wall is not a compromise but more hostage taking ,1,but more hostage taking,inf,yes,dir
1575,1575,There is no reason for Americans to be shut out of work and without a paycheck while negotiations take place on the best way to secure our borders he said ,1,There is no reason for Americans to be shut out of work and without a paycheck while negotiations take place on the best way to secure our borders,inf,yes,dir
1576,1576,This is a bad deal ,1,"This is a bad deal.""",inf,yes,dir
1577,1577,Now he s holding federal workers hostage saying he ll temporarily give back what he took away only if we give him a pointless ineffective wall he falsely promised Mexico would pay for ,1,"Now he's holding federal workers hostage, saying he'll temporarily give back what he took away -- only if we give him a pointless, ineffective wall he falsely promised Mexico would pay for.",inf,yes,dir
1578,1578, This is about more than 800 000 Americans who are being held hostage by a President who has forced a pointless shutdown to pay for an expensive ineffective wall ,1,"""This is about more than 800,000 Americans who are being held hostage by a President who has forced a pointless shutdown to pay for an expensive, ineffective wall.",inf,yes,dir
1579,1579,Then there was New Jersey Sen Bob Menendez s response He bluntly accused Trump of forcing a pointless shutdown to pay for the border wall ,1,bluntly accused,lex,no,dir
1580,1580,It s unacceptable that after taking away DACA protections eliminating the TPS program for thousands of immigrants and creating a humanitarian crisis at the border President Trump is offering temporary solutions in exchange for a permanent wall ,1,"It's unacceptable that after taking away DACA protections, eliminating the TPS program for thousands of immigrants and creating a humanitarian crisis at the border, President Trump is offering temporary solutions in exchange for a permanent wall.""",inf,yes,dir
1581,1581,Fellow Democratic Sen Chris Coons of Delaware slammed McConnell for refusing to meaningfully negotiate with Senate Democrats but also called Trump s offer a first step toward comprehensive immigration reform ,1,slammed,lex,no,dir
1582,1582,I am confident that a reasonable compromise can be reached but not while President Trump continues to keep significant parts of the government shut down and Leader McConnell refuses to meaningfully negotiate with Senate Democrats he said ,1,not while President Trump continues to keep significant parts of the government shut down,inf,yes,dir
1583,1583,I am confident that a reasonable compromise can be reached but not while President Trump continues to keep significant parts of the government shut down and Leader McConnell refuses to meaningfully negotiate with Senate Democrats he said ,1,Leader McConnell refuses to meaningfully negotiate with Senate Democrats,inf,yes,dir
1584,1584, You Pelosi and your fellow Democrats have voted for over 600 miles of border fence in the past why won t you vote for another few miles now I don t understand their position I really don t the Republican senator said ,1,"You (Pelosi) and your fellow Democrats have voted for over 600 miles of border fence in the past, why won't you vote for another few miles now? I don't understand their position, I really don't",inf,yes,dir
1585,1585,I hope that instead of choosing the road of endless obstruction Democrats will decide to work with him to reach an agreement and end the shutdown he said ,1,instead of choosing the road of endless obstruction,inf,yes,dir
1586,1586,House Speaker Nancy Pelosi D Calif tweeted What we didn t hear from the President was any sympathy for the federal workers who face so much uncertainty because of the chaos of the TrumpShutdown ,1,“What we didn’t hear from the President was any sympathy for the federal workers who face so much uncertainty because of the chaos of the #TrumpShutdown.”,inf,yes,dir
1587,1587,For his part Chuck Schumer the Senate minority leader called Trump s proposal one sided and ineffective ,1,"""one-sided and ineffective.""",inf,yes,dir
1588,1588, It will fool few Americans because it s neither serious nor credible as a real remedy for Dreamers ,1,“It will fool few Americans because it’s neither serious nor credible as a real remedy for Dreamers.”,inf,yes,dir
1589,1589,But even that has come as a last resort in what some have likened to negotiating out of desperation after failing to score political points ,1,negotiating out of desperation after failing to score political points,inf,no,dir
1590,1590,It came after an acrimonious week of tit for tat politics in which Ms Pelosi told the president he could not deliver his State of the Union address in the Capitol until the shutdown was over and the president retaliated by grounding a plane that was supposed to take Ms Pelosi on a fact finding mission to Afghanistan ,1,"It came after an acrimonious week of tit-for-tat politics, in which Ms. Pelosi told the president he could not deliver his State of the Union address in the Capitol until the shutdown was over, and the president retaliated by grounding a plane that was supposed to take Ms. Pelosi on a fact-finding mission to Afghanistan.",inf,no,ind_pro
1591,1591,It came after an acrimonious week of tit for tat politics in which Ms Pelosi told the president he could not deliver his State of the Union address in the Capitol until the shutdown was over and the president retaliated by grounding a plane that was supposed to take Ms Pelosi on a fact finding mission to Afghanistan ,1,"It came after an acrimonious week of tit-for-tat politics, in which Ms. Pelosi told the president he could not deliver his State of the Union address in the Capitol until the shutdown was over, and the president retaliated by grounding a plane that was supposed to take Ms. Pelosi on a fact-finding mission to Afghanistan.",inf,no,dir
1592,1592,But unlike his first address a prime time broadcast from the Oval Office that leaned heavily on dark messaging about the dangers of crime and illegal drugs flowing across the border Mr Trump seemed on Saturday to soften his tone ,1,a prime-time broadcast from the Oval Office that leaned heavily on dark messaging about the dangers of crime and illegal drugs flowing across the border,inf,no,dir
1593,1593,Even so Democrats roundly criticized the president s plan ,1,"Even so, Democrats roundly criticized the president’s plan.",inf,no,dir
1594,1594,Speaker Nancy Pelosi rejected it even before Mr Trump spoke and Senator Chuck Schumer the Democratic leader denounced the offer as not a compromise but more hostage taking ,1,“not a compromise but more hostage taking.”,inf,yes,dir
1595,1595, I think it s simply more fake promises raising false hopes Senator Richard Blumenthal Democrat of Connecticut said ,1,"“I think it’s simply more fake promises raising false hopes,”",inf,yes,dir
1596,1596,Trump s Compromise Immigration Offer To Democrats Includes Major Changes Restricting Asylum Law,1,'Compromise',lex,no,dir
1597,1597,But the latest details in the proposal which Senate Republicans unveiled Monday in a bill they plan to vote on this week make the offer appear less of a compromise and more of a wish list for immigration hard liners like White House adviser Stephen Miller ,1,less of a compromise and more of a wish list for immigration hard-liners,inf,no,dir
1598,1598,So obvious So predictable So pathetic Frank Sharry the executive director of the immigration advocacy group America s Voice tweeted on Tuesday ,1,So obvious. So predictable. So pathetic,inf,yes,dir
1599,1599,The bill s changes to asylum law alarmed immigration activists online as well some on the right including attorney and conservative writer Gabriel Malor ,1,alarmed,lex,no,ind_anti
1600,1600,But the GOP bill incorporating his offer would also gut existing asylum laws for children and trafficking victims from Central America ban asylum for minors who present themselves at ports of entry gut the concept of temporary protected status for future cases and expand immigration detention all measures making it more likely to be dead on arrival in the Senate ,1,gut,lex,no,dir
1601,1601,But the GOP bill incorporating his offer would also gut existing asylum laws for children and trafficking victims from Central America ban asylum for minors who present themselves at ports of entry gut the concept of temporary protected status for future cases and expand immigration detention all measures making it more likely to be dead on arrival in the Senate ,1,gut,lex,no,dir
1602,1602,But the GOP bill incorporating his offer would also gut existing asylum laws for children and trafficking victims from Central America ban asylum for minors who present themselves at ports of entry gut the concept of temporary protected status for future cases and expand immigration detention all measures making it more likely to be dead on arrival in the Senate ,1,all measures making it more likely to be dead on arrival in the Senate,inf,no,dir
1603,1603,But it took little more than 24 hours this week for a freshman House Democrat s exuberant expletive laden impeachment promise to upend the bonhomie of a new Congress and prompt President Trump by his own telling to ask the newly elected speaker if Democrats planned to impeach him ,1,exuberant,lex,no,dir
1604,1604,WASHINGTON Impeachment was always going to hang heavily over a divided Washington ,1,Impeachment was always going to hang heavily over a divided Washington,inf,no,dir
1605,1605,Republicans eager to portray Democrats as out to destroy Mr Trump s presidency piled on criticism of Ms Tlaib some of it racially tinged ,1,some of it racially tinged,inf,no,ind_pro
1606,1606,Perhaps out of a belief that an impeachment fight would help him politically as it did President Bill Clinton in the 1990s or outright fear that newly empowered Democrats actually might threaten his presidency Mr Trump dived into the conversation head first ,1,outright fear that newly empowered Democrats actually might threaten his presidency,inf,no,dir
1607,1607, He continued the theme at his news conference by asserting that you can t impeach somebody who is doing a great job ,1,somebody who is doing a great job,inf,yes,dir
1608,1608,Earlier in the day Mr Trump had asked on Twitter How do you impeach a president who has won perhaps the greatest election of all time ,1,a president who has won perhaps the greatest election of all time,inf,yes,dir
1609,1609,Her outburst ran counter to all Democratic talking points ,1,outburst,lex,no,dir
1610,1610,Even as Mr Trump s legal perils have deepened and federal prosecutors in New York appear to have gathered evidence implicating him in a campaign finance crime Democrats have said they want to wait to see the findings of an investigation by the special counsel Robert S Mueller III of the president his campaign and Russia s attempts to interfere in the 2016 election ,1,Mr. Trump’s legal perils have deepened — and federal prosecutors in New York appear to have gathered evidence implicating him in a campaign finance crime,inf,no,dir
1611,1611, I think she dishonored herself and I think she dishonored her family ,1,"“I think she dishonored herself, and I think she dishonored her family.”",inf,yes,dir
1612,1612,The episode began Thursday night just hours after the 116th Congress was sworn in when a camera captured Representative Rashida Tlaib of Michigan promising profanely to impeach Mr Trump as she drew cheers from liberal activists at a celebration at a bar near the Capitol ,1,profanely,lex,no,dir
1613,1613,The Christian Broadcasting Network referred to her as a foul mouthed Islamic congresswoman ,1,The Christian Broadcasting Network referred to her as a “foul-mouthed Islamic congresswoman.”),inf,no,ind_general
1614,1614, We even talked about that today he told reporters in the Rose Garden referring to an exchange with Speaker Nancy Pelosi during a meeting earlier Friday to try to negotiate an end to the shutdown of the government which Mr Trump threatened to keep closed for years if he did not get money from Congress for a wall on the southern border ,1,threatened,lex,no,dir
1615,1615,The president had indeed invoked Ms Tlaib and other House Democrats who want to impeach him they said but Ms Pelosi tried to shift the meeting back to its intended topic and did not offer the president reassurances ,1,indeed,lex,no,dir
1616,1616,Regardless Mr Trump s frank embrace of the issue was another astonishing development a president of the United States talking openly about his potential impeachment at a White House news conference ,1,frank embrace,lex,no,dir
1617,1617,Ms Pelosi and senior Democrats said they were determined not to take the bait for now and risk generating a backlash from Mr Trump s supporters who would most likely see impeachment as the overreaction of out of control Democrats ,1,overreaction of out-of-control Democrats,inf,no,dir
1618,1618,She made no apologies for the remark on Friday proclaiming that I will always speak truth to power and fashioning her own hashtag unapologeticallyme ,1,"fashioning her own hashtag, #unapologeticallyme",inf,no,dir
1619,1619,Mr Nadler Ms Pelosi and other party elders believe Mr Trump is threatening the country s democratic institutions ,1,"Mr. Nadler, Ms. Pelosi and other party elders believe Mr. Trump is threatening the country’s democratic institutions.",inf,no,dir
1620,1620,He repeatedly singled out Ms Pelosi asking why she had not censured Ms Tlaib ,1,repeatedly singled out,lex,no,dir
1621,1621,Many of Ms Tlaib s new colleagues expressed sympathy for her sentiments even as they said the House should proceed differently ,1,Many of Ms. Tlaib’s new colleagues expressed sympathy for her sentiments,inf,no,dir
1622,1622,The Christian Broadcasting Network referred to her as a foul mouthed Islamic congresswoman ,1,“foul-mouthed Islamic congresswoman.”,inf,yes,dir
1623,1623, I thought her comments were disgraceful Mr Trump said at the news conference ,1,"“I thought her comments were disgraceful,”",inf,yes,dir
1624,1624,He added that her comments were disrespectful to the United States of America ,1,“disrespectful to the United States of America.”,inf,yes,dir
1625,1625, I continue to believe that obstruction of justice is the clearest simplest and most provable high crime and misdemeanor committed by Donald J Trump Mr Sherman said in a statement ,1,"“I continue to believe that obstruction of justice is the clearest, simplest and most provable high crime and misdemeanor committed by Donald J. Trump,”",inf,yes,dir
1626,1626, GOP lost entitlement to policing women s behavior a long time ago Next ,1,“GOP lost entitlement to policing women’s behavior a long time ago. Next.”,inf,yes,ind_anti
1627,1627,The lawmaker was apparently referring to a 2005 video that came to light ahead of the 2016 presidential election in which Trump talking to Billy Bush made lewd comments about women ,1,apparently,lex,no,dir
1628,1628,He later released a followup video apology insisting the remarks didn t reflect who I am ,1,"He later released a followup video apology, insisting the remarks didn't ""reflect who I am.”",inf,no,ind_anti
1629,1629,I don t establish any language standards for my colleagues but I don t think it s anything worse than what the president has said ,1,I don’t think it’s anything worse than what the president has said,inf,yes,ind_anti
1630,1630,Tlaib doubling down on her comments tweeted on Friday that she will always speak truth to power unapologeticallyMe ,1,doubling down,lex,no,dir
1631,1631,Trump issued an apology at the time and described the contents of the Access Hollywood recording as locker room banter ,1,"Trump issued an apology at the time and described the contents of the ""Access Hollywood"" recording as “locker room banter.”",inf,no,ind_anti
1632,1632,Yet Pelosi D Calif downplayed Tlaib s remarks expressing distaste for the language but suggesting that Trump s own language had started the heated rhetoric in Washington ,1,suggesting that Trump’s own language had started the heated rhetoric in Washington,inf,no,ind_anti
1633,1633, Republican hypocrisy at its finest saying that Trump admitting to sexual assault on tape is just locker room talk but scandalizing themselves into faux outrage when my sis says a curse word in a bar Ocasio Cortez tweeted ,1,"“Republican hypocrisy at its finest: saying that Trump admitting to sexual assault on tape is just ‘locker room talk,’ but scandalizing themselves into faux-outrage when my sis says a curse word in a bar,”",inf,yes,ind_anti
1634,1634, But I don t think it s any worse than what the president has said she concluded ,1,I don’t think it’s any worse than what the president has said,inf,yes,ind_anti
1635,1635,Trump infamously bragged about grabbing women by the pussy in a leaked tape from 2005 since taking office he has referred to certain other nations as shithole countries and slung insults at a wide range of political foes ,1,infamously bragged,lex,no,ind_anti
1636,1636,Trump infamously bragged about grabbing women by the pussy in a leaked tape from 2005 since taking office he has referred to certain other nations as shithole countries and slung insults at a wide range of political foes ,1,Trump infamously bragged about grabbing women “by the pussy” in a leaked tape from 2005; since taking office he has referred to certain other nations as “shithole countries” and slung insults at a wide range of political foes.,inf,no,ind_anti
1637,1637,As she passed the microphone the crowd erupted into cheers ,1,the crowd erupted into cheers,inf,no,dir
1638,1638, I don t like that language ,1,“I don’t like that language.,inf,yes,dir
1639,1639,Afterward in a theatrical appearance outside the courthouse Mr Stone vowed to beat what he called politically motivated charges ,1,theatrical,lex,no,dir
1640,1640,A self described dirty trickster Mr Stone began his career as a Nixon campaign aide and has a tattoo of Nixon on his back ,1,A self-described dirty trickster,lex,no,dir
1641,1641,A self described dirty trickster Mr Stone began his career as a Nixon campaign aide and has a tattoo of Nixon on his back ,1,has a tattoo of Nixon on his back,inf,no,dir
1642,1642,He has spent decades plying the political dark arts including scandal mongering to help influence American election campaigns and has long maintained that he had no connection to Russia s attempts to disrupt the 2016 presidential election ,1,He has spent decades plying the political dark arts — including scandal-mongering,inf,no,dir
1643,1643,His brash behavior made him less of a subject of news media scrutiny than other current and former aides to President Trump like the character in a whodunit whom readers immediately dismiss as too obvious to have committed the crime ,1,like the character in a whodunit whom readers immediately dismiss as too obvious to have committed the crime,inf,no,dir
1644,1644,In an indictment filled with colorful details about clandestine meetings angry texts even a reference to The Godfather Part II Mr Stone was charged with seven counts including obstruction making false statements and witness tampering ,1,"colorful details about clandestine meetings, angry texts — even a reference to “The Godfather: Part II",inf,no,dir
1645,1645,Prosecutors sealed details of the case because they feared that public disclosure would increase the risk of Mr Stone fleeing or destroying or tampering with evidence according to court documents ,1,fleeing or destroying or tampering,lex,no,dir
1646,1646,A man known for his dapper wardrobe was dressed simply in a navy blue cotton polo shirt bluejeans and his trademark round black rimmed glasses ,1,"A man known for his dapper wardrobe was dressed simply in a navy blue cotton polo shirt, bluejeans and his trademark round, black-rimmed glasses.",inf,no,dir
1647,1647, I look forward to being fully and completely vindicated he added then flashed twin V for victory hand signs reminiscent of his political hero former President Richard M Nixon ,1,"flashed twin V-for-victory hand signs reminiscent of his political hero, former President Richard M. Nixon",inf,no,dir
1648,1648,He sometimes seemed to taunt American law enforcement agencies daring them to find hard evidence to link him to Moscow s interference it is illegal for a political campaign to accept foreign aid ,1,taunt,lex,no,dir
1649,1649,His brash behavior made him less of a subject of news media scrutiny than other current and former aides to President Trump like the character in a whodunit whom readers immediately dismiss as too obvious to have committed the crime ,1,brash,lex,no,dir
1650,1650,The release 30 minutes after The Washington Post published a recording of Mr Trump bragging about assaulting women appeared aimed at redirecting negative attention from Mr Trump to the Clinton campaign ,1,bragging,lex,no,dir
1651,1651,Mr Stone told Mr Credico he should do a Frank Pentangeli before the House committee the indictment said a reference to a Godfather character who lies to Congress about his interactions with the Mafia ,1,“do a ‘Frank Pentangeli’”,inf,yes,dir
1652,1652, Greatest Witch Hunt in the History of our Country he wrote on Twitter NO COLLUSION ,1,“Greatest Witch Hunt in the History of our Country!”,inf,yes,dir
1653,1653,CNN which conveniently happened to be staking out Stone s Fort Lauderdale home posted video of the arrest that showed a team of FBI agents with guns banging on Stone s door and demanding that he come outside ,1,which conveniently happened to be staking out Stone's Fort Lauderdale home,inf,no,ind_pro
1654,1654, This is an abuse of power and it underscores the vindictive nature of it by the fact that CNN was alerted ahead of time ,1,“This is an abuse of power and it underscores the vindictive nature of it by the fact that CNN was alerted ahead of time.”,inf,yes,ind_pro
1655,1655, This was designed to be vindictive and intimidating ,1,“This was designed to be vindictive and intimidating.”,inf,yes,ind_pro
1656,1656, At the crack of dawn 29 FBI agents arrived at my home with 17 vehicles with lights flashing when they could have contacted my lawyer Stone explained after a court appearance Friday ,1,"29 FBI agents arrived at my home with 17 vehicles, with lights flashing, when they could have contacted my lawyer",inf,yes,ind_pro
1657,1657, A SWAT team searching the house scaring his wife scaring his dogs it was completely unnecessary Stone s attorney said ,1,"scaring his wife, scaring his dogs—it was completely unnecessary",inf,yes,ind_pro
1658,1658,The arrest operation drew scrutiny on social media even from President Trump who said Border Coyotes Drug Dealers and Human Traffickers are treated better and questioned who alerted CNN to be there ,1,"“Border Coyotes, Drug Dealers and Human Traffickers are treated better,” and questioned “who alerted CNN to be there?”",inf,yes,dir
1659,1659, I am appalled that the U S Department of Justice and the FBI have permitted a vindictive use of arrest in a non violent case with a defendant who was willing to surrender diGenova who has informally been an adviser to the president throughout the Russia investigation told Fox News ,1,"“I am appalled that the U.S. Department of Justice and the FBI have permitted a vindictive use of arrest in a non-violent case with a defendant who was willing to surrender,”",inf,yes,ind_pro
1660,1660,Roger Stone an eccentric longtime Republican strategist with a tattoo of Richard Nixon s face on his back was arrested early Friday on criminal charges that include obstruction of an official proceeding false statements and witness tampering ,1,with a tattoo of Richard Nixon’s face on his back,inf,no,dir
1661,1661,Roger Stone an eccentric longtime Republican strategist with a tattoo of Richard Nixon s face on his back was arrested early Friday on criminal charges that include obstruction of an official proceeding false statements and witness tampering ,1,eccentric,lex,no,dir
1662,1662, We have no faith in your ability to discharge your duties in a manner consistent with your Constitutional responsibility and urge your immediate resignation as Chairman of this Committee ,1,We have no faith in your ability to discharge your duties in a manner consistent with your Constitutional responsibility,inf,yes,dir
1663,1663, Congressman Adam Schiff who spent two years knowingly and unlawfully lying and leaking should be forced to resign from Congress ,1,who spent two years knowingly and unlawfully lying and leaking,inf,yes,dir
1664,1664, He s made some pretty outrageous comments that Mueller could not verify Graham said ,1,outrageous,lex,yes,dir
1665,1665,In a letter obtained by Fox News and signed by every Republican on the committee the lawmakers slammed Schiff for his claims in the media that there was more than circumstantial evidence of collusion between the Trump campaign and Russia ,1,slammed,lex,no,dir
1666,1666,Schiff a vocal critic of the president has doubled down on his claim that Trump and his administration colluded with foreign powers despite Mueller s findings ,1,doubled down,lex,no,dir
1667,1667,A Pelosi aide said Schiff was being attacked because he s done an outstanding job ,1,"A Pelosi aide said Schiff was being attacked because he's done ""an outstanding job.""",inf,no,dir
1668,1668, Your actions both past and present are incompatible with your duty as Chairman of this Committee the letter stated ,1,"“Your actions both past and present are incompatible with your duty as Chairman of this Committee,”",inf,yes,dir
1669,1669,Rep Michael Conaway R Texas attacked Schiff for driving a false narrative about collusion between Trump and Russia and undermining the faith of the American people ,1,“undermining the faith”,inf,yes,dir
1670,1670, You might think that s okay that they lied about the meeting Schiff said ,1,"“You might think that’s okay that they lied about the meeting,”",inf,yes,dir
1671,1671,But I don t think it s O K I think it s immoral I think it s unethical I think it s unpatriotic And yes I think it s corrupt ,1,"But I don’t think it’s O.K. I think it’s immoral. I think it’s unethical. I think it’s unpatriotic. And yes, I think it’s corrupt.”",inf,yes,dir
1672,1672,And at the center of their wrath is Mr Schiff whose doughy faced demeanor hardly evokes an attack dog ,1,whose doughy-faced demeanor hardly evokes an attack dog,inf,no,dir
1673,1673, I think they re just scaredy cats ,1,“I think they’re just scaredy-cats.,inf,yes,dir
1674,1674,They just don t know what to do ,1,They just don’t know what to do.”,inf,yes,dir
1675,1675,The Republican demand and the barbed response of the committee s chairman Representative Adam B Schiff echoed well outside the wood paneled House hearing room ,1,barbed,lex,no,dir
1676,1676, Now we have Schiff chasing after Russian collusion ,1,“Now we have Schiff chasing after Russian collusion.”,inf,yes,dir
1677,1677, You might think that it s O K that the president s son in law sought to establish a secret back channel of communications with the Russians through a Russian diplomatic facility ,1,You might think that it’s O.K. that the president’s son-in-law sought to establish a secret back channel of communications with the Russians through a Russian diplomatic facility,inf,yes,dir
1678,1678,Democrats who now control the House say that they will accept Mr Mueller s findings but as Mr Schiff s monologue indicated they are increasingly determined not to let go of what they see as a deeply troubling pattern of wrongdoing by Mr Trump his businesses and his administration ,1,monologue,lex,no,dir
1679,1679,That has in turn enraged Republicans who have happily embraced what they call Mr Mueller s absolution of Mr Trump ,1,who have happily embraced what they call Mr. Mueller’s absolution of Mr. Trump,inf,no,dir
1680,1680,Mr Schiff clearly prepared for the ambush argued that there was a difference between prosecutors proving a criminal conspiracy and the committee investigating evidence of foreign compromise ,1,ambush,lex,no,dir
1681,1681,Mr Trump intervened as well accusing Mr Schiff of knowingly and unlawfully lying and leaking ,1,“knowingly and unlawfully lying and leaking.”,inf,yes,dir
1682,1682,Speaker Nancy Pelosi of California praised Mr Schiff as calm professional patriotic and said his work as the chairman of the committee has been in stark contrast to the irresponsible and almost criminal behavior of the previous chair of the committee Representative Devin Nunes Republican of California ,1,"“calm, professional, patriotic,”",inf,yes,dir
1683,1683,Speaker Nancy Pelosi of California praised Mr Schiff as calm professional patriotic and said his work as the chairman of the committee has been in stark contrast to the irresponsible and almost criminal behavior of the previous chair of the committee Representative Devin Nunes Republican of California ,1,"“in stark contrast to the irresponsible and almost criminal behavior of the previous chair of the committee,”",inf,yes,ind_pro
1684,1684, What is the president afraid of that he would go after a chairman of the committee she said ,1,“What is the president afraid of — that he would go after a chairman of the committee?”,inf,yes,dir
1685,1685,Schiff in response to his critics doubled down on his questions about the special counsel s investigation which indicted more than 30 people including several close to Trump ,1,which indicted more than 30 people ― including several close to Trump,inf,no,dir
1686,1686,Somewhat misleadingly the GOP committee members stated in their letter that Mueller s findings conclusively refute Schiff s past and present assertions about the investigation ,1,Somewhat misleadingly,lex,no,dir
1687,1687,The group even went so far as to link Schiff to leaked information about the investigation ,1,even went so far as to,lex,no,dir
1688,1688, I think it s immoral I think it s unethical I think it s unpatriotic and yes I think it s corrupt and evidence of collusion ,1,"“I think it’s immoral. I think it’s unethical. I think it’s unpatriotic, and yes, I think it’s corrupt and evidence of collusion.”",inf,yes,dir
1689,1689,Schiff in response to his critics doubled down on his questions about the special counsel s investigation which indicted more than 30 people including several close to Trump ,1,doubled down,lex,no,dir
1690,1690,In a letter dated Thursday the GOP committee members accused Schiff of standing at the center of a well orchestrated media campaign about a possible Trump Russia connection ,1,“at the center of a well-orchestrated media campaign”,inf,yes,dir
1691,1691, Your willingness to continue to promote a demonstrably false narrative is alarming they said joining other top Republican lawmakers demanding Schiff s ouster ,1,"“Your willingness to continue to promote a demonstrably false narrative is alarming,”",inf,yes,dir
1692,1692, I think that the BuzzFeed piece was a disgrace to our country it was a disgrace to journalism and I think also that the coverage by the mainstream media was disgraceful and I think it s going to take a longtime for the mainstream media to recover its credibility he went on to say ,1,"a disgrace to our country, it was a disgrace to journalism",inf,yes,dir
1693,1693, I think that the BuzzFeed piece was a disgrace to our country it was a disgrace to journalism and I think also that the coverage by the mainstream media was disgraceful and I think it s going to take a longtime for the mainstream media to recover its credibility he went on to say ,1,the coverage by the mainstream media was disgraceful,inf,yes,ind_pro
1694,1694, It s lost tremendous credibility ,1,"""It's lost tremendous credibility.""",inf,yes,ind_pro
1695,1695,Trump lawyer Rudy Giuliani on Friday also praised Mueller s office for correcting the Buzzfeed false story and asked the press to take heed that their hysterical desire to destroy this President has gone too far ,1,hysterical,lex,yes,ind_pro
1696,1696, I thought that the BuzzFeed piece and maybe equally as bad the coverage of the BuzzFeed phony story it was a total phony story and I appreciate the special counsel coming out with a statement last night I think it was appropriate that they did so I appreciate that he told reporters ,1,equally as bad the coverage of the BuzzFeed phony story -- it was a total phony story,inf,yes,dir
1697,1697,It did not offer further details about what it disputed ,1,It did not offer further details about what it disputed.,inf,no,dir
1698,1698,BuzzFeed s editor in chief Ben Smith later tweeted that we stand by our reporting and the sources who informed it and we urge the Special Counsel to make clear what he s disputing ,1,we urge the Special Counsel to make clear what he’s disputing,inf,yes,dir
