id,text,label,label_multiclass
11294, 1 3 million people in America make their living off eBay ,1,4
11295,Under Mary Burkes leadership Commerce Department business incentive programs had major shortcomings and 40 percent of jobs didnt materialize ,0,1
11296,Northern Virginia is the most heavily trafficked place in the country ,0,0
11297,Under a proposal by Rep Paul Ryan people on Medicare will only have 15 000 from the federal government to spend on their health care ,1,4
11298,A fairly limited number of people 25 million to 30 million will be allowed to access a national health insurance exchange ,0,0
11299,Its been 17 years that weve had unemployment higher than the national average in Oregon ,0,0
11300,Says Scott Walkers defunding of Planned Parenthood left women across the state stranded with nowhere else to turn for cancer screenings breast exams and birth control ,0,2
11301,The people that went to school with Barack Obama they never saw him they dont know who he is ,1,5
11302,John McCain will keep the estate tax at 0 percent the same as it is now ,1,4
11303,In 2010 Mr Anthony Gemma described himself as a pro life candidate Now he claims to be pro choice ,0,0
11304,In barely four years in office five jihadists have reached their targets in the United States under Barack Obama compared to zero in over seven years after 9 11 under George W Bush ,0,3
11305,Wisconsins monthly job reports have a margin of error of 75 percent and were way off in eight of first 10 months of 2011 ,0,2
11306,Says he has nearly 200 delegates bound to support his candidacy at the Republican National Convention ,0,3
11307,Says Rick Scott has teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist ,1,4
11308,The Castro regime violated international norms by secretly shipping weapons to North Korea in violation of a U N embargo ,0,1
11309,Theres not one Democrat who endorses the Romney Ryan Medicare plan ,0,0
11310,The United States death rate is two and a half times higher for those who do not have a high school education ,0,0
11311,Says that Tennessee Gov Bill Haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist sic and their radical ideology as long as he is governor ,1,5
11312,Donald Trump says hed deport 16 million people ,0,2
11313, The Republicans have repeatedly said that they agree with 80 percent of what s in our bill ,0,1
11314,A part time Congress with half the pay would still make 38 000 a year more than the average American family ,0,1
11315,Nearly 40 percent of his McAllen area constituents suffer from obesity ,0,0
11316,Minnesota Michigan Iowa already have 70 mph speed limits on rural interstates and we see that theyve been able to do it safely ,0,2
11317,Says Barack Obama was happily photographed holding a T shirt with revolutionary Ernesto Che Guevaras face on it ,1,5
11318,Switzerland and the Netherlands cover all their citizens using private insurers and they do so for much less cost ,0,0
11319,Says Donald Trump himself contributed 100 000 to the Clinton Foundation ,0,1
11320,Our African American communities are absolutely in the worst shape theyve ever been in before Ever Ever Ever ,1,5
11321,Global warming leads to much quicker spread of the Zika virus because the increased temperature makes mosquitoes mature faster bite more due to having a higher metabolism and makes the Zika virus inside of them incubate faster ,0,2
11322,Last year ExxonMobil made 19 billion in profit Guess what They paid zero in taxes They got a 156 million refund from the IRS ,1,4
11323,Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs ,1,4
11324,We arent the only state cutting back on public television ,0,0
11325,During the Bush administration liberal groups were targeted by the IRS similar to recent targeting ,0,3
11326,There are countries in Africa where they have higher vaccination rates than here in the United States ,0,0
11327,Says Donald Trump says climate change is a hoax invented by the Chinese ,0,1
11328,Democratic Party candidates for the state Assembly actually received 200 000 more votes statewide than their Republican counterparts in the 2012 election,0,1
11329,On support for the Bridge to Nowhere ,1,4
11330,Amendment 2 will bring kid friendly pot candy to Florida ,0,2
11331,For decades the states gas tax has been among the highest in the nation ,0,0
11332,More than 90 percent of the guns recovered in Mexico come from the United States ,0,2
11333,Colorado raked in 60 million in marijuana taxes and licensing fees in the past year ,0,0
11334,Small businesses are going out of business in record numbers ,1,4
11335, We re also cutting a Forest Service economic development program that strayed so far from any mission that it funded a music festival ,0,3
11336,Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps ,0,0
11337,Says Massachusetts has three state mandated student tests and Finland just one ,0,2
11338,Says Donald Trump wants to keep big government in charge of federally owned land ,0,1
11339,U S Reps John Barrow and Sanford Bishop and their fellow Democrats went on a spending spree and now their credit card is maxed out ,1,4
11340, Congress only funded half the wall between Mexico and the United States ,0,1
11341, Gasoline would rise in price by approximately 50 cents a gallon if the McCain Lieberman bill became law ,0,3
11342,Turkeys today weigh 29 8 pounds In the 30s they weighed 13 2 pounds ,0,0
11343,The health care law includes a 3 8 sales tax on all real estate transactions ,1,5
11344,America has lost over 50 000 manufacturing factories on other trade deals ,0,2
11345, The board of a nonprofit organization on which Obama served as a paid director granted funding to a controversial Arab group ,0,3
11346,We lose an average of 90 Americans every day because of guns ,0,1
11347,McCain voted against a bill to ban waterboarding and then applauded President Bush for vetoing that ban ,0,2
11348,Says 282 Texas school districts have requested emergency waivers to increase elementary school class sizes because of unprecedented fiscal challenges ,0,2
11349,We bailed out Johnson Controls when we saved the auto industry and now they want to avoid paying taxes ,0,1
11350,Amendments Hillary Clinton supported and voted for in 2006 she no longer supported in 2008 showing she changed positions on an India nuclear deal ,1,4
11351,The so called doc fix in the fiscal cliff deal will cut payments for treating illnesses disproportionately impacting minorities including end stage renal disease and diabetes ,0,1
11352,The Democrats have already voted to ban our conventional light bulbs in favor of dangerous fluorescent light bulbs ,1,5
11353,Says Barack Obama admits hes coming for our guns telling Sarah Brady We are working on gun control but under the radar ,1,5
11354,Of 60 billion Congress approved in response to Hurricane Sandy only 10 percent was for disaster relief ,1,4
11355,The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take ,0,0
11356,Says Abraham Lincoln supported an agreement that allowed slavery in New Mexico and a law to return runaway slaves to their owners ,0,2
11357,On public financing of his campaign ,1,4
11358,The mega rich pay about 15 percent in taxes while the middle class fall into the 15 percent and 25 percent income tax brackets and then are hit with heavy payroll taxes to boot ,0,0
11359,Wisconsin Gov Scott Walkers estimate of a 3 6 billion state budget deficit is manufactured and a bogus figure ,1,4
11360, Rob Teilhet Just another career politician ,0,3
11361,Children born today will carry a 30 000 share of the national debt ,0,0
11362, A ham and cheese sandwich on one slice of bread is the responsibility of the USDA But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration ,0,0
11363,Tapping the Strategic Petroleum Reserve would immediately lower gasoline prices,0,1
11364,Among Syrian refugees there arent that many women there arent that many children ,1,4
11365,The Buffett Rule will bring in less than 5 billion per year Enough to pay one weeks interest on the national debt ,0,0
11366,We have had over 40 days this summer where it was unsafe to breathe the air ,0,2
11367,Says Will Rasmussen supported a sales tax as recently as last spring ,1,4
11368,On instances when abortions should be allowed ,0,2
11369, One third of the health care dollar goes to no such thing as health care it goes to the insurance companies ,1,4
11370,The Texas Capitol faces South toward Goliad in memory of the most horrific battle of the Texas Revolution ,1,4
11371,Says Mike Coffman said two different things stop the deportationsin a Spanish language debate and youre going to be deportedin an English language TV interview ,0,3
11372,Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work ,0,2
11373,Says Austin trains are full at rush hour and packed for special events ,0,1
11374,Seniors and the disabled will have to stand in front of Obamas death panel so his bureaucrats can decide based on a subjective judgment of their level of productivity in society whether they are worthy of health care ,1,5
11375,Governor Scott Cut Taxes 40 Times For Florida Families,0,2
11376,Every day oil continues to pour into the Gulf of Mexico Even with disaster on our coast Richard Burr voted to let big oil off the hook ,0,2
11377, Today Florida is in 50th place in spending on education ,0,2
11378,Since Sept 11 2001 270 000 Americans were killed by gunfire at home ,0,1
11379,On returning Republican campaign contributions ,1,4
11380,Montana Democratic Sen Jon Tester is the largest recipient of lobbyist money ,0,2
11381,A regulatory thing means you cant show someone drinking beer on camera ,0,1
11382,Says Mitt Romney has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act ,0,1
11383,Says Wisconsins 2011 13 state budget contains no fee increases,1,5
11384,Existing law right now requires 700 miles of double layered border fencing on the Mexico border ,1,4
11385,Among Milwaukee Public Schools students 86 percent are behind in reading and 80 percent are behind in math ,0,0
11386,Online voter registration is a more secure way of doing voter registration ,0,1
11387,Says Alex Sink even supported a tax on homeowners insurance policies ,0,2
11388,Whats clear is Romney likes firing people ,0,3
11389,Today it is more difficult to enlist in the U S military than it is to enroll in college ,0,2
11390,Democrat Stephen Webber voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds and even voted to allow sex offenders to be coaches ,0,3
11391,According to the nonpartisan Congressional Budget Office the IRS would need to hire over 16 000 people to audit the American people and impose the new taxes and mandates of the health care bill ,0,3
11392,Tim Kaine reduced higher education funding by 25 percent when he was governor driving up tuition ,0,1
11393,Today you have six financial institutions the largest six that have assets that are the equivalent of 60 percent of the GDP of the United States of America ,0,0
11394,Mitt Romney Rick Perry and Newt Gingrich all say they would cut foreign aid to Israel and every other country to zero ,1,5
11395,Says bus riders subsidize the expensive romanticized Leander to Austin train ,1,4
11396,Having an active father makes children 98 percent more likely to graduate from college ,0,2
11397,Dallas African American and Hispanic students pass AP exams at a higher rate than any other place in America ,0,2
11398,We sold the state airplanes as I had promised ,0,0
11399,In Wisconsin a second arrest for carrying pot is a felony but a second or subsequent arrest for carrying a gun illegally is a misdemeanor ,0,1
11400,Keystone XL allows Canada to pump their oil send it through our land down to the Gulf where it will be sold everywhere else ,0,3
11401,Drilling for oil on the Outer Continental Shelf and in parts of Alaska will immediately reduce our dangerous dependence on foreign oil ,1,4
11402,A lawyer demanded several Houston pastors hand over to the city government many of their private papers including their sermons ,0,0
11403,More than half of the people on food stamps today are children ,0,1
11404,Says our deficits are falling at the fastest rate in 60 years ,0,0
11405,Just days ago Irans Supreme Leader Ali Khamenei who will oversee implementation of this agreement was calling Israel a rabid dog and accusing the United States of war crimes ,0,0
11406,We know this now The banks no longer loan Donald Trump money because hes a terrible risk So he goes to these Russian oligarchs and borrows money ,0,3
11407,Let me say that I dont think Bernie Sanders has had a single negative ad ever run against him ,1,4
11408,FBI confirms evidence of huge underground Clinton sex network ,1,5
11409,Attorney General McCollum Speaker Designate Cannon Senate President Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party ,0,0
11410,On his definition of takers and makers,1,4
11411,Thirty percent of Sheldon Whitehouse campaign money is coming from special interests ,0,1
11412,Lizbeth Benacquistos supporters would make abortion illegal in all cases including rape incest even to save a womans life ,0,1
11413,We are about halfway to the presidents goal to cut greenhouse gas emissions and about half of that is because of the substitution of natural gas for coal in the power sector ,0,1
11414,The primary election results show Democrats are strong in Kentucky because the Democratic candidates both got more votes than Rand Paul did ,0,2
11415,Says 11 percent of the nations fatal car crashes in 2009 were attributed to distracted driving ,0,1
11416,Most folks wages havent gone up in over a decade ,0,1
11417,Says a photo ID voting law in Georgia didnt dissuade black voters from participating in voting It hasnt it doesnt and apparently if you do cause and effect in that state its been helpful ,0,2
11418,The ratio of people working for the government and working in manufacturing today is an almost exact reversal of the situation in 1960 ,0,2
11419,Says Terry McAuliffe opposes Virginias right to work law ,1,4
11420,Says since 2000 Austins tax burden rose more than 40 percent while family income rose more than 20 percent ,0,1
11421,The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928 ,0,0
11422,Says his barehanded catch posted on YouTube is real ,1,5
11423,Phoenix is already one of the kidnapping capitals of the world ,1,4
11424,The Health Care and Education Reconciliation Act is the largest ever investment in higher education ,0,3
11425,Seventy two percent of Georgians did not have a chance to finish college ,0,1
11426,The majority last quarter of Sherrod Browns campaign contributions came from outside of the state of Ohio ,1,4
11427,Says Mitch McConnell credits Republicans for recent economic improvements even though they took control of the Senate only days ago ,0,1
11428,A Penn State University study found that electronic cigarettes are far less addictive than cigarettes ,0,1
11429,On the federal minimum wage of 7 75 you cant even make half the poverty level ,1,4
11430,Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case ,0,0
11431,The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave ,1,4
11432,Says that voter identification laws keep poor people from voting minorities from voting the elderly from voting students from voting ,0,2
11433,Nearly 65 percent almost two thirds of all new permanent residents obtained that status by virtue of their family status ,0,0
11434,Says that politicians who approved collective bargaining restrictions for public employees exploited a loophole exempting themselves from Senate Bill 5 ,0,3
11435,Its a good sign for Obamacare that in California the proportion of kids who are signing up is the proportion of kids in the population ,0,2
11436,Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children regardless of whether that child is seven or 20 years old at bars and restaurants ,1,4
11437,Company may close all because government essentially says if they dont hire a lifeguard to watch their workers they cant stay open ,0,2
11438,More than 3 000 homicides were committed by illegal aliens over the past six years ,1,5
11439,Explosive growth in Medicare is the reason federal deficit spending is predicted to top 1 trillion again after falling to 600 billion annually ,0,2
11440,Two weeks after signing a taxpayer protection pledge Charlie Crist breaks it ,0,3
11441,As Massachusetts governor Mitt Romney used a line item veto to cut millions of dollars for firefighting equipment including firefighters coats pants helmets and boots ,0,0
11442,On how he measures his promise to create 700 000 private sector jobs in seven years ,1,4
11443,Says Rick Scott pled the Fifth 75 times to avoid jail for Medicare fraud ,0,2
11444,Over the time that President Obama has been in office we have lost 2 5 million free enterprise system jobs and yet 500 000 federal government jobs have been added ,0,3
11445,Brock Turners early release will be a regular occurrence if Prop 57 passes ,0,3
11446,Taxes are lower on families than theyve been probably in the last 50 years ,0,1
11447,As a state representative David Cicilline argued against Megans Law and voted against mandatory registration of sex offenders ,0,3
11448, This guy didn t even support Ronald Reagan ,0,0
11449,Says Rick Scott is letting Duke Energy keep collecting billions despite troubled power plants ,0,2
11450,Says Mitt Romney paid only 14 percent in taxes probably less than you ,0,2
11451,As executive director of the Democratic Party of Virginia there were 300 people on my payroll in 2008 ,0,2
11452,The New START treaty was passed despite significant concerns among some people in the State and Defense Departments ,0,3
11453,U S Department of Homeland Security has told banks in writing it may inspect safe deposit boxes without warrant and seize any gold silver guns or other valuables it finds inside those boxes ,1,5
11454,Do you know what the second sport with the most concussions is Womens soccer And the third most dangerous sport Cheerleading ,0,2
11455,Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall ,1,5
11456,We waterboard incidentally hundreds of our own military personnel They waterboard themselves in training to toughen themselves up ,0,1
11457,Graduation rates of players at major football colleges are still twenty points below their male campus peers and worsened in the past three years ,0,2
11458,The wife of the Ferguson Mo police chief said African Americans in Ferguson are feral and violent ,1,5
11459,In Milwaukee County juveniles arrested for car theft get sent immediately home because under the point system in juvenile court on holding suspects a stolen car gets zero points ,0,3
11460,Obama was enrolled in a Wahabi school in Jakarta Wahabism is the RADICAL teaching that is followed by the Muslim terrorists who are now waging Jihad against the western world ,1,5
11461,To get out of the teachers union you pay 85 percent of 731 Then youre out of the union but youve got to pay it every year also required by statute Thats called a representation fee ,0,0
11462,Were the only system of federalism in the world ,1,4
11463,The top one tenth of 1 percent of Americans own almost as much wealth as the bottom 90 percent ,0,1
11464, Hillary s main extracurricular activity in law school was helping the Black Panthers on trial in Connecticut for torturing and killing a federal agent ,1,4
11465,Texans pay the sixth highest property tax in the nation ,0,1
11466,Figures cited by Gov Scott Walker are not commonly used to measure job creation ,0,2
11467,Over the past few months we ve learned that we just can t count on the media to debunk lies about health insurance reform ,1,5
11468,The day President Obama took office gasoline was 1 79 a gallon ,0,0
11469,Says students who receive free or reduced lunch are performing just as well as students who do not ,1,4
11470,I never once asked that Megyn Kelly be removed as a debate moderator ,1,4
11471,The stimulus has delivered 43 billion in tax relief to American working families and businesses ,0,2
11472,In Wisconsin more than 300 000 people have some kind of addictive gambling problem whether its pathological or what wed categorize as a problem gambler ,1,4
11473,Says Mitt Romneys top five donors are Wall Street firms while Barack Obamas top five are technology companies and universities ,0,2
11474,You dont have to be as smart as a fifth grader to know what causes the climate is the sun The sun I have people tell me Carbon dioxide warms the Earth No it doesnt The sun warms the Earth ,0,3
11475,Every general City of Milwaukee employee pays toward his or her pension but approximately 88 percent of our police officers and firefighters do not ,0,1
11476,We actually made history in 2010 We came the closest in 24 years to defeating Frank Pallone ,1,4
11477,Says a new report shows the devastating tax hikes in the health care law will have on middle class Kentuckians ,0,3
11478,While Hillary Clinton plans a massive and I mean massive tax increase I have proposed the largest tax reduction of any candidate who has run for president this year Democrat or Republican ,0,1
11479,The Republican controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011 ,0,0
11480,Despite the rhetoric from Democrat politicians more people are employed this year than at any point in the history of Wisconsin ,0,1
11481,There was even a time when Donald Trump didnt get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged ,0,2
11482,The top25 hedge fund managers are making more than all of Americas kindergarten teachers combined ,0,0
11483,Under Barack Obama the average cost of family health care premiums has increased by 4 154 ,0,3
11484,We sell 40 percent of our guns without a background check ,0,2
11485,On ending the war in Iraq Gov Romney said that was a tragic mistake we should have left 30 000 troops there ,0,2
11486,Weve got 7 2 percent unemployment in Ohio but when you include the folks who have stopped looking for work its actually over 10 percent ,0,2
11487,Says Dontre Hamilton who was killed during a confrontation with a Milwaukee police officer was unarmed ,0,1
11488, All non US citizens illegal or not will be provided with free health care services ,1,5
11489,Requiring photo ID would keep about 200 000 Missourians from voting ,0,2
11490,Kids coming from an affluent background are taking advantage of all these student loan programs and grants while many middle class families with no connection to college are picking up the tab ,0,3
11491, I believe in tax cuts I believe in being a supply sider I cut the income tax I think it was 24 percent We got 42 percent more revenues ,0,1
11492,At this particular point in time looking at the field theres only one individual thats ever had the uniform of his country onand thats me ,0,2
11493,Nearly 180 000 illegal immigrants with criminal records ordered deported from our country are tonight roaming free to threaten peaceful citizens ,0,1
11494,John McCain worries about nuclear waste in Arizona but not in Nevada ,0,3
11495,Rather than prioritize and pass ethics reform measures to restore trust in state government Democrats sat on their hands and did nothing when they were the majority ,1,4
11496,Vice President Joe Biden s meeting with the transparency and accountability board was closed to the public ,1,4
11497,Says she wiped out the state Agriculture Departments inspections of eggs at retail sites like grocery stores ,1,4
11498,Says Ted Cruz just flip flopped about the president needing to be U S born ,1,5
11499,Texas spends more per day to house an inmate than we do on a student ,0,0
11500,If you go back to 1999 Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done ,0,0
11501,The Wisconsin school voucher program has no research that shows that its going to improve student learning ,0,1
11502,With Obamacare were fixing to get hit with the biggest entitlement program the American taxpayers have ever seen ,0,3
11503,Says his GOP challenger Doug MacGinnitie hadnt voted in a Republican primary for almost 20 years until 2008 ,1,4
11504, I don t think that Rudy or Fred or John McCain support the marriage amendment ,0,0
11505,John McCain refuses to support a new bipartisan energy bill because it would take away tax breaks from oil companies like Exxon Mobil ,1,4
11506,Says Gov John Kasich can remove the president of the State Board of Education ,0,1
11507,Wisconsins dead last in Midwest job growth ,0,0
11508,The law has not established whether Rhode Island public employees have property rights to their pensions ,0,0
11509,Rail doesnt do a great job in lessening traffic ,0,1
11510,A judge took the Star Scientific tax case away from Ken Cuccinelli,0,3
11511,Wisconsin sold fresh water to California helping that states dairy industry and lost a bunch of jobs and a bunch of farmland ,1,5
11512,Every day a black name resume is 50 percent less likely to get responded to than a white nameresume ,0,1
11513,During the Bush administration you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country ,0,0
11514,Over the past two years Florida has cut more than 1 billion in taxes ,0,1
11515,Says he faced a record budget deficit in Virginia in 2014 ,1,4
11516,Says Bernie Sanders wins California landslide But of his votes arent counted ,1,5
11517,Says Texas leads the nation in fatal industrial accidents ,0,2
11518,Nearly half of Hispanic voters in Arizona s last election supported four measures that were very tough on illegal immigration ,0,0
11519,Gov Scott Walker is more than halfway to his 250 000 jobs goal ,1,5
11520,Obamacare means that for up to 20 million Americans they will lose the insurance they currently have the insurance that they like and they want to keep ,1,4
11521,Mike Dovillas big ideas like expanding the Ohio Motion Picture Tax Credit which helped bring films like The Avengers to Cleveland have helped make our state No 1 in the Midwest for job creation ,0,2
11522,U S Rep Bill Young has accepted 737 000 from lobbyists and recipients of his earmarks ,0,2
11523,Since the Affordable Care Act passed 90 percent of job growth has been in full time positions ,0,0
11524,Debt has almost doubled in Austin under Gov Perry ,0,0
11525,Lets say Republicans take away half of our delegates Theyre worth more than Iowas New Hampshires and almost South Carolinas combined ,0,2
11526,Theres a tremendous other number of public officials who have done the same thing as Hillary Clinton with a private email server ,0,3
11527,Under last years health care reform a bunch of bureaucrats decide whether you get care such as continuing on dialysis or cancer chemotherapy ,1,4
11528,The Obama administration spent 205 075 in stimulus funds to relocate a shrub that sells for 16 ,0,3
11529,There has been no net global warming for over a decade now ,1,4
11530,Thanks to the Obama administrations negotiations Irans nuclear program will be under lock key and camera 24 hours a day 365 days a year ,0,2
11531,This race will be the Democrats top target this November ,1,4
11532,Georgia Public Service Commission member Stan Wise has received about 95 percent of his campaign money from the utilities he is supposed to be regulating ,0,2
11533,Says he and Mitt Romney agreed on tying minimum wage increases to inflation ,0,1
11534,As a result of Obamacare California seniors face benefit cuts of over 1 700 ,1,4
11535,For the first time since the Korean War total federal spending has gone down for two years in a row ,0,0
11536,Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso ,0,1
11537,In 2012 the state put together a list of over 100 000 people that they thought were ineligible to vote Came out there were less than 10 ,0,3
11538,The Republican Party lost 1 1 million registered voters since 2008 The Democratic Party lost 1 2 million registered voters while voter registration in the Libertarian Party rose 8 percent ,0,2
11539,The proudest accomplishment of my tenure was leaving the state with a 1 2 billion surplus which was the largest wed ever had and getting spending under control and a balanced budget ,0,1
11540,Recently though the media has reported on thousands of illegal voters here in the commonwealth ,1,5
11541,Stopped by Smiley Cookie to pick up some great cookies for the family along with Rudy ,0,3
11542,Mike Trainor still owes 250 000 to the state ,0,1
11543,The Supreme Courts views are radically out of step with public opinion regarding its decision to legalize same sex marriage nationwide ,0,3
11544,When it comes to the state deficit Wisconsin is proportionally in as much trouble as the State of California ,0,2
11545,Eighty percent of the net new jobs created in the state of Texas since 2009 went to the foreign born ,0,2
11546,Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school Your taxes would increase by between 6 and 8 percent per year ,1,5
11547, Under the ruling of the Supreme Court any lobbyist could go into any legislator and say if you don t vote our way on this bill we re going to run a million dollar campaign against you in your district ,0,2
11548,There are a larger number of shark attacks in Florida than there are cases of voter fraud ,0,1
11549,Democrats have now become the party of the Atlanta metro area and of blacks ,0,1
11550,Says an alternative to Social Security that operates in Galveston County Texas has meant that participants will retire with a whole lot more money than under Social Security ,0,2
11551,On lifting the U S Cuban embargo and allowing travel to Cuba ,1,4
11552,The Department of Veterans Affairs has a manual out there telling our veterans stuff like Are you really of value to your community You know encouraging them to commit suicide ,1,5
11553,Building a wall on the U S Mexico border will take literally years ,0,0
11554,Wisconsin is on pace to double the number of layoffs this year ,1,4
11555,Says John McCain has done nothing to help the vets ,1,4
11556,Suzanne Bonamici supports a plan that will cut choice for Medicare Advantage seniors ,0,2
11557,When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws Gov Scott Walker nodded yes ,1,5
11558,Over the past five years the federal government has paid out 601 million in retirement and disability benefits to deceased former federal employees ,0,0
11559,Says that Tennessee law requires that schools receive half of proceeds 31 million per year from a half cent increase in the Shelby County sales tax ,0,0
11560,Says Vice President Joe Biden admits that the American people are being scammed with the economic stimulus package ,0,3
11561,Donald Trump is against marriage equality He wants to go back ,0,0
11562,We know that more than half of Hillary Clintons meetings while she was secretary of state were given to major contributors to the Clinton Foundation ,0,3
11563,We know there are more Democrats in Georgia than Republicans We know that for a fact ,0,3
11564,PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false ,0,3
11565,Denali is the Kenyan word for black power ,1,5
11566,Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture including food stamps ,1,4
11567,On residency requirements for public workers,0,2
11568,Says the unemployment rate for college graduates is 4 4 percent and over 10 percent for noncollege educated ,0,0
11569,Unfortunately we have documented instances where people defecated in the Statehouse building ,1,5
11570,A recent Gallup poll found that 72 percent of Americans and 56 percent of Democrats say the biggest threat to our nations security is big government ,0,2
11571, Each year 18 000 people die in America because they don t have health care ,0,0
11572, Ronald Reagan faced an even worse recession than the current one ,1,4
11573,There have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as ,0,1
11574,Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio ,0,2
11575,The number of illegal immigrants could be 3 million It could be 30 million ,1,5
11576,Marijuana is less toxic than alcohol ,0,1
11577,Says Charlie Crist is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme ,1,4
11578,Now there was a time when someone like Scalia and Ginsburg got 95 plus votes ,0,0
11579,I was gone when there was a red line against Syria ,0,3
11580,Tim Kaine hiked tuition as governor but now claims to champion affordability ,0,2
11581,Contends that President Obama literally said if his cap and trade proposals were to pass that utility rates his words now would necessarily skyrocket ,0,0
11582,Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts ,0,1
11583,Its been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee ,1,4
11584,Under Rosemary Lehmberg the Travis County D A s office convened the grand jury that indicted Rick Perry ,1,4
11585,On which team hes rooting for in the World Series ,0,2
11586,Tom Ganley has two Fs from the Better Business Bureau and over 160 complaints in just three years ,0,2
11587,The United States has a low voter turnout rate ,0,0
11588,Says Thomas Jefferson said You might be able to fool the people for awhile and they may go astray but sooner or later the American people are going to wake up and they will correct the course ,0,2
11589,Because of the federal health care law 300 000 health plans canceled in Florida ,0,3
11590,In Massachusetts Scott Brown pushed for a law to force women considering abortion force them to look at color photographs of developing fetuses ,0,1
11591,The Fed created 1 2 trillion out of nothing gave it to banks and some of them foreign banks so that they could stabilize their operations ,0,0
11592,Texas families have kept more than 10 billion in their family budgets since we successfully fought to restore Texas sales tax deduction a decade ago ,0,0
11593,Pre existing conditions are covered under my health care plan ,0,3
11594,Greg Abbott activated the state guard to monitor Jade Helm 15 in case the troops try to impose martial law disarm innocent Texans and detain them in tunnels beneath closed Walmart stores ,0,2
11595,Says he won the second debate with Hillary Clinton in a landslide in every poll ,1,5
11596,Says bag litter increased after San Francisco banned single use shopping bags ,0,3
11597,In 1993 Newt Gingrich first advocated for the individual mandate in health care And as recently as May of this year he was still advocating for it ,0,1
11598,Says as a result of the national health care reform the Congressional Budget Office says we save 250 million over the first 10 years Over the next 10 years we save 1 2 trillion in savings in terms of health care ,0,3
11599, You said you would vote against the Patriot Act then you came to the Senate you voted for it ,0,2
11600,The federal minimum wage is worth about 20 percent less than it was when Ronald Reagan gave his first address to a joint session of Congress ,0,1
11601,A proposed tax to fund transportation projects would spend 90 000 to take a single vehicle off the road during the morning and afternoon commute ,1,4
11602,A salesclerk at Hobby Lobby who needs contraception is not going to get that service through her employers health care plan because her employer doesnt think she should be using contraception ,0,3
11603,Says Charlie Crist voted against raising the minimum wage ,0,2
11604,Hillary Clinton said gun confiscation would be worth considering ,0,3
11605,Already a prototype driverless car has traveled more than 300 000 miles in the crowded maze of California streets without a single accident ,0,1
11606,Last year out of the 500 000 in population growth we had in the state of Texas about 250 000 of the 500 000 came to Texas from the other 49 states ,0,2
11607,When undocumented children are picked up at the border and told to appear later in court 90 percent do not then show up ,1,4
11608,Says Gov Chris Christie cut spending by 1 billion and provided 850 million in new education funding ,0,2
11609,Hes the only candidate whos balanced budgets and brought jobs to Providence ,0,1
11610,Studies have shown that in the absence of federal reproductive health funds we are going to see the level of abortion in Georgia increase by about 44 percent ,0,2
11611,ACORN will be a paid partner with the Census Bureau and they will be in charge of going door to door and collecting data from the American public ,1,5
11612,Sixty percent of the Hispanics support the Arizona immigration law,1,5
11613,If the sequester hits federal prosecutors will have to let criminals go ,0,3
11614,Says Dick Cheney de Baathisized the Iraqi government and created ISIS ,0,3
11615,Says Bill and Hillary Clinton attended Donald Trumps last wedding ,0,0
11616,I did not play any role in bringing the company to RI as did others in government I was tasked with handling the legislation affecting the company by my superiors ,1,4
11617,Obamacare insurance cooperative failures should be expected because theyre like any business and when you start businesses in America at the fifth year half of the businesses have closed ,0,2
11618,The tax cut deal is giving 700 billion to millionaires and billionaires ,1,4
11619,Says Marco Rubio said Social Security and Medicare haveweakened us as a people ,0,1
11620, Across the country 174 billion of the Recovery Act have been committed in its first 130 days ,0,1
